datetime,timestamp,open,high,low,close,volume,turnover
2023-06-03 18:00:00,1685782800000,27136.5,27139.7,27120.8,27128.5,394.337,10698446.2363
2023-06-03 18:30:00,1685784600000,27128.5,27147.8,27120,27147.7,628.915,17062696.3793
2023-06-03 19:00:00,1685786400000,27147.7,27152.6,27108.6,27136.2,708.571,19222112.4677
2023-06-03 19:30:00,1685788200000,27136.2,27172.8,27128,27130.8,534.439,14510069.2628
2023-06-03 20:00:00,1685790000000,27130.8,27152.9,27130.4,27147.9,346.986,9417447.6341
2023-06-03 20:30:00,1685791800000,27147.9,27164.3,27119.5,27126,600.129,16284416.8636
2023-06-03 21:00:00,1685793600000,27126,27163.1,27124.1,27150,366.641,9951857.4874
2023-06-03 21:30:00,1685795400000,27150,27164,27149.9,27157.1,181.658,4933822.6357
2023-06-03 22:00:00,1685797200000,27157.1,27158.1,27141.6,27147.9,303.237,8232226.6007
2023-06-03 22:30:00,1685799000000,27147.9,27175.6,27142.7,27163.2,403.045,10947516.3916
2023-06-03 23:00:00,1685800800000,27163.2,27184.5,27163.2,27178.6,368.369,10010546.3559
2023-06-03 23:30:00,1685802600000,27178.6,27191.6,27161,27161.1,418.936,11385008.9295
2023-06-04 00:00:00,1685804400000,27161.1,27233.2,27120,27228,1741.015,47319737.6284
2023-06-04 00:30:00,1685806200000,27228,27324.9,27184.6,27286.9,2793.34,76163525.9837
2023-06-04 01:00:00,1685808000000,27286.9,27304.3,27218,27300.7,1415.898,38599113.5388
2023-06-04 01:30:00,1685809800000,27300.7,27310,27232,27240,1050.361,28648358.1119
2023-06-04 02:00:00,1685811600000,27240,27246.9,27153.8,27164.6,1764.661,47998644.9633
2023-06-04 02:30:00,1685813400000,27164.6,27180.2,27108.9,27149.8,1681.201,45635540.6753
2023-06-04 03:00:00,1685815200000,27149.8,27174.9,27110,27170.8,769.912,20897183.2714
2023-06-04 03:30:00,1685817000000,27170.8,27170.9,27125.3,27142.2,381.229,10349828.3432
2023-06-04 04:00:00,1685818800000,27142.2,27151.2,27110.5,27137.2,430.03,11667649.72
2023-06-04 04:30:00,1685820600000,27137.2,27153.2,26917.4,27084.9,4331.464,117173344.6646
2023-06-04 05:00:00,1685822400000,27084.9,27110,27056.1,27092,1134.601,30730568.7043
2023-06-04 05:30:00,1685824200000,27092,27110.8,27043.5,27050.3,786.191,21287099.8013
2023-06-04 06:00:00,1685826000000,27050.3,27065.1,26905.9,27009,2487.427,67127466.6291
2023-06-04 06:30:00,1685827800000,27009,27009,26930.4,26999.9,998.004,26914731.6688
2023-06-04 07:00:00,1685829600000,26999.9,27038.2,26999,27033.9,532.325,14384565.0516
2023-06-04 07:30:00,1685831400000,27033.9,27073,27019.2,27063.7,969.339,26225829.2226
2023-06-04 08:00:00,1685833200000,27063.7,27068.5,27055,27067.3,234.904,6356694.0635
2023-06-04 08:30:00,1685835000000,27067.3,27075.1,27047.8,27059.1,300.371,8128984.7598
2023-06-04 09:00:00,1685836800000,27059.1,27059.1,27027.5,27047.6,466.511,12616216.0942
2023-06-04 09:30:00,1685838600000,27047.6,27049,26991.9,26998.2,492.599,13309428.9397
2023-06-04 10:00:00,1685840400000,26998.2,27057.1,26946.4,27057.1,1377.39,37195071.7768
2023-06-04 10:30:00,1685842200000,27057.1,27072,27023,27033,383.881,10381593.0619
2023-06-04 11:00:00,1685844000000,27033,27064.6,27023,27025.1,416.435,11260435.8597
2023-06-04 11:30:00,1685845800000,27025.1,27095.2,27025.1,27085,988.525,26761921.5261
2023-06-04 12:00:00,1685847600000,27085,27085.1,27038.3,27044,338.666,9164256.8669
2023-06-04 12:30:00,1685849400000,27044,27064.9,27036,27052,445.088,12040768.7296
2023-06-04 13:00:00,1685851200000,27052,27071.3,27046.1,27060.3,393.101,10638095.4267
2023-06-04 13:30:00,1685853000000,27060.3,27084.1,27034.1,27049.1,1050.183,28413396.4667
2023-06-04 14:00:00,1685854800000,27049.1,27049.3,27020,27027.5,441.553,11935910.9019
2023-06-04 14:30:00,1685856600000,27027.5,27030.5,27017.8,27030.5,187.663,5071540.153
2023-06-04 15:00:00,1685858400000,27030.5,27085.3,27030.4,27070.1,681.847,18456591.9417
2023-06-04 15:30:00,1685860200000,27070.1,27131.3,27070,27119.4,1287.044,34886002.0729
2023-06-04 16:00:00,1685862000000,27119.4,27154.8,27119.4,27136.1,1320.59,35837398.1208
2023-06-04 16:30:00,1685863800000,27136.1,27150,27117.9,27139.8,716.131,19429480.8951
2023-06-04 17:00:00,1685865600000,27139.8,27149.9,27110.6,27110.7,688.272,18674489.4684
2023-06-04 17:30:00,1685867400000,27110.7,27143.8,27110.6,27142.7,383.701,10410240.2111
2023-06-04 18:00:00,1685869200000,27142.7,27197,27142.6,27186.4,1523.311,41396942.1411
2023-06-04 18:30:00,1685871000000,27186.4,27241.8,27186.4,27203.6,2016.483,54870093.9297
2023-06-04 19:00:00,1685872800000,27203.6,27217,27185.3,27216.9,754.829,20528640.9675
2023-06-04 19:30:00,1685874600000,27216.9,27217.7,27198.6,27210.9,347.474,9454045.8256
2023-06-04 20:00:00,1685876400000,27210.9,27222.8,27199.5,27204.8,550.328,14975391.128
2023-06-04 20:30:00,1685878200000,27204.8,27210,27161.4,27189.9,720.97,19600615.9901
2023-06-04 21:00:00,1685880000000,27189.9,27190,27151,27158.1,534.195,14513399.2471
2023-06-04 21:30:00,1685881800000,27158.1,27205.5,27158.1,27199.9,533.236,14497593.1819
2023-06-04 22:00:00,1685883600000,27199.9,27213.8,27199.9,27213.8,401.32,10918839.9213
2023-06-04 22:30:00,1685885400000,27213.8,27285,27207.7,27235,2145.927,58479864.1631
2023-06-04 23:00:00,1685887200000,27235,27242.9,27171.7,27185.3,1475.764,40139979.9743
2023-06-04 23:30:00,1685889000000,27185.3,27256,27161.5,27226.8,1005.247,27363950.4706
2023-06-05 00:00:00,1685890800000,27226.8,27239.1,27182.5,27196.2,752.61,20474809.5125
2023-06-05 00:30:00,1685892600000,27196.2,27216.3,27165,27165.1,1087.42,29562303.7644
2023-06-05 01:00:00,1685894400000,27165.1,27188.1,27142.2,27161.7,1507.852,40959713.9504
2023-06-05 01:30:00,1685896200000,27161.7,27187.1,27154.1,27160.1,501.07,13616146.7482
2023-06-05 02:00:00,1685898000000,27160.1,27205,27156.2,27190,636.109,17293272.676
2023-06-05 02:30:00,1685899800000,27190,27194.2,27166.9,27167,417.501,11348654.0299
2023-06-05 03:00:00,1685901600000,27167,27204.1,27166.9,27191.1,336.864,9159213.0826
2023-06-05 03:30:00,1685903400000,27191.1,27191.1,27176,27185.5,223.318,6070058.6004
2023-06-05 04:00:00,1685905200000,27185.5,27214.8,27181.4,27213.5,596.283,16218392.4479
2023-06-05 04:30:00,1685907000000,27213.5,27215.7,27192.5,27203.9,353.423,9614286.1182
2023-06-05 05:00:00,1685908800000,27203.9,27244.5,27197.6,27240,680.639,18529896.2597
2023-06-05 05:30:00,1685910600000,27240,27265,27220,27237.2,1147.107,31253002.7737
2023-06-05 06:00:00,1685912400000,27237.2,27272.7,27224.3,27228.6,1158.924,31575882.7327
2023-06-05 06:30:00,1685914200000,27228.6,27228.6,27172,27181.9,1093.938,29747778.1254
2023-06-05 07:00:00,1685916000000,27181.9,27450,27175.8,27231.9,8463.359,231354666.8245
2023-06-05 07:30:00,1685917800000,27231.9,27326,27180.8,27222.2,3388.623,92362260.5339
2023-06-05 08:00:00,1685919600000,27222.2,27309.9,27122.2,27129.2,3612.937,98299926.5148
2023-06-05 08:30:00,1685921400000,27129.2,27168,27030.1,27105.5,2994.115,81136949.4905
2023-06-05 09:00:00,1685923200000,27105.5,27116.5,27035,27115.7,1784.597,48324250.6317
2023-06-05 09:30:00,1685925000000,27115.7,27115.7,26958.7,27014.3,3425.862,92558929.9184
2023-06-05 10:00:00,1685926800000,27014.3,27036,26932.1,27036,2470.329,66683628.5924
2023-06-05 10:30:00,1685928600000,27036,27046,27000.1,27038.7,773.96,20919433.8449
2023-06-05 11:00:00,1685930400000,27038.7,27069.3,27030,27056.2,696.095,18832381.1461
2023-06-05 11:30:00,1685932200000,27056.2,27056.3,26851,26920.4,3968.079,106859177.9152
2023-06-05 12:00:00,1685934000000,26920.4,26920.4,26771.5,26888.5,5945.503,159604664.5203
2023-06-05 12:30:00,1685935800000,26888.5,26888.6,26821.8,26834,1167.645,31357991.5017
2023-06-05 13:00:00,1685937600000,26834,26860.9,26811,26821.9,1431.929,38431946.5693
2023-06-05 13:30:00,1685939400000,26821.9,26842.4,26755,26832,2439.84,65396969.0987
2023-06-05 14:00:00,1685941200000,26832,26832.1,26730,26810.8,2959.788,79265562.2234
2023-06-05 14:30:00,1685943000000,26810.8,26836.2,26795,26814.7,1676.622,44963973.3998
2023-06-05 15:00:00,1685944800000,26814.7,26831.5,26782,26804.8,1203.248,32254583.5062
2023-06-05 15:30:00,1685946600000,26804.8,26804.8,26753.2,26757.8,1272.581,34073277.646
2023-06-05 16:00:00,1685948400000,26757.8,26826.4,26731.2,26822.2,1925.426,51570545.4552
2023-06-05 16:30:00,1685950200000,26822.2,26828.6,26810.3,26820,891.336,23902339.4473
2023-06-05 17:00:00,1685952000000,26820,26834.8,26783.5,26796,1201.779,32217890.888
2023-06-05 17:30:00,1685953800000,26796,26821.5,26785.5,26791.1,571.873,15328325.2739
2023-06-05 18:00:00,1685955600000,26791.1,26823,26673.8,26776.1,5072.708,135745775.1112
2023-06-05 18:30:00,1685957400000,26776.1,26780.6,26762.9,26771.6,628.987,16837123.1676
2023-06-05 19:00:00,1685959200000,26771.6,26782.5,26716.6,26723,1547.79,41399064.4853
2023-06-05 19:30:00,1685961000000,26723,26758.9,26694.2,26702,1628.837,43529980.3362
2023-06-05 20:00:00,1685962800000,26702,26778,26650,26775.3,4130.462,110325349.4011
2023-06-05 20:30:00,1685964600000,26775.3,26786,26750.1,26766,732.973,19623425.5296
2023-06-05 21:00:00,1685966400000,26766,26775,26713.8,26731.8,1143.173,30576670.3304
2023-06-05 21:30:00,1685968200000,26731.8,26743.4,26633,26687.8,2977.589,79434317.5455
2023-06-05 22:00:00,1685970000000,26687.8,26728.3,26628.1,26710.4,2982.233,79584726.7055
2023-06-05 22:30:00,1685971800000,26710.4,26758.1,26710.4,26719.9,1833.249,49007896.5746
2023-06-05 23:00:00,1685973600000,26719.9,26812.2,26690.7,26750.7,4042.226,108158088.4134
2023-06-05 23:30:00,1685975400000,26750.7,26806.1,26731.5,26790.9,1249.403,33460641.0698
2023-06-06 00:00:00,1685977200000,26790.9,26804.3,26360.7,26476.7,23587.497,626388787.3451
2023-06-06 00:30:00,1685979000000,26476.7,26476.7,25965.6,25985,23689.98,621709009.5405
2023-06-06 01:00:00,1685980800000,25985,26071.8,25361.5,25865.8,48893.531,1257849332.7381
2023-06-06 01:30:00,1685982600000,25865.8,25865.8,25604.3,25802.6,6739.274,173518768.6707
2023-06-06 02:00:00,1685984400000,25802.6,25803.7,25566,25641.2,5946.012,152686335.1312
2023-06-06 02:30:00,1685986200000,25641.2,25783.5,25571.4,25750,3907.535,100435576.1993
2023-06-06 03:00:00,1685988000000,25750,25750.1,25616.5,25641.9,3198.334,82157036.0692
2023-06-06 03:30:00,1685989800000,25641.9,25649,25512.1,25555,4113.985,105277081.5774
2023-06-06 04:00:00,1685991600000,25555,25577.8,25372.4,25434.2,7675.178,195501329.3185
2023-06-06 04:30:00,1685993400000,25434.2,25632.9,25425,25626.5,3737.165,95490799.7124
2023-06-06 05:00:00,1685995200000,25626.5,25670,25602.3,25630,1617.477,41468068.9256
2023-06-06 05:30:00,1685997000000,25630,25649.4,25571.7,25628.2,1198.839,30694234.4107
2023-06-06 06:00:00,1685998800000,25628.2,25630,25501,25598.4,2312.648,59112208.8484
2023-06-06 06:30:00,1686000600000,25598.4,25669.4,25501.4,25648.7,2383.131,60975712.7219
2023-06-06 07:00:00,1686002400000,25648.7,25733,25637.5,25700.4,2006.774,51540987.8451
2023-06-06 07:30:00,1686004200000,25700.4,25769.6,25680.5,25701.3,1593.939,40998204.9048
2023-06-06 08:00:00,1686006000000,25701.3,25846,25688.9,25846,2003.219,51620767.736
2023-06-06 08:30:00,1686007800000,25846,25854.9,25709,25717.2,1843.293,47515191.7723
2023-06-06 09:00:00,1686009600000,25717.2,25745.4,25687.2,25700.1,1511.599,38878921.5553
2023-06-06 09:30:00,1686011400000,25700.1,25736.2,25661.1,25680.3,1628.43,41824476.5253
2023-06-06 10:00:00,1686013200000,25680.3,25686.1,25611.9,25630,1186.955,30444494.5903
2023-06-06 10:30:00,1686015000000,25630,25651,25594.1,25627.3,810.786,20775996.2562
2023-06-06 11:00:00,1686016800000,25627.3,25749.9,25583.6,25737.5,1410.106,36211427.0272
2023-06-06 11:30:00,1686018600000,25737.5,25777,25726.9,25749.9,800.896,20623120.2968
2023-06-06 12:00:00,1686020400000,25749.9,25750,25718.3,25748.6,447.077,11504628.2985
2023-06-06 12:30:00,1686022200000,25748.6,25750,25705.4,25719.1,582.141,14970905.8048
2023-06-06 13:00:00,1686024000000,25719.1,25755.3,25711.5,25753.2,559.586,14401319.1673
2023-06-06 13:30:00,1686025800000,25753.2,25787,25748.7,25779.2,1149.247,29613790.7271
2023-06-06 14:00:00,1686027600000,25779.2,25799.7,25745.4,25745.5,1014.737,26148810.8256
2023-06-06 14:30:00,1686029400000,25745.5,25780,25739.1,25756,883.8,22763330.5519
2023-06-06 15:00:00,1686031200000,25756,25770.9,25740,25748.7,428.905,11045225.9017
2023-06-06 15:30:00,1686033000000,25748.7,25799.9,25741.9,25755.9,1180.342,30409528.8104
2023-06-06 16:00:00,1686034800000,25755.9,25793.5,25755.9,25781.1,816.529,21049251.4152
2023-06-06 16:30:00,1686036600000,25781.1,25796.9,25687,25708.9,1612.825,41502977.0153
2023-06-06 17:00:00,1686038400000,25708.9,25730,25664,25673.8,1215.253,31220959.3662
2023-06-06 17:30:00,1686040200000,25673.8,25718,25673.7,25694.2,873.74,22454299.0482
2023-06-06 18:00:00,1686042000000,25694.2,25723,25683.4,25723,436.12,11208757.3639
2023-06-06 18:30:00,1686043800000,25723,25775,25710.9,25741.2,834.417,21477727.6518
2023-06-06 19:00:00,1686045600000,25741.2,25775,25738.5,25747.3,626.274,16131197.2864
2023-06-06 19:30:00,1686047400000,25747.3,25780,25727.6,25731.1,646.632,16654582.6741
2023-06-06 20:00:00,1686049200000,25731.1,25739.3,25680.8,25681.5,980.005,25193618.7322
2023-06-06 20:30:00,1686051000000,25681.5,25695.6,25628,25674.8,1595.514,40948684.8156
2023-06-06 21:00:00,1686052800000,25674.8,25733.9,25324.2,25542,17730.306,452751633.9626
2023-06-06 21:30:00,1686054600000,25542,25630,25454.9,25525.5,7010.187,179019173.8994
2023-06-06 22:00:00,1686056400000,25525.5,25567.7,25369,25531.5,5626.114,143357382.6989
2023-06-06 22:30:00,1686058200000,25531.5,25772.5,25466.5,25724,8878.052,227653281.4072
2023-06-06 23:00:00,1686060000000,25724,26118,25723.6,25906.9,20932.833,543008646.5391
2023-06-06 23:30:00,1686061800000,25906.9,26047.1,25876.1,26014.3,6361.81,165248876.3323
2023-06-07 00:00:00,1686063600000,26014.3,26070,25906.6,25923.2,4264.345,110776336.0364
2023-06-07 00:30:00,1686065400000,25923.2,26140,25923.2,26055,5054.699,131637960.3155
2023-06-07 01:00:00,1686067200000,26055,26243.1,26054.9,26200.8,8701.751,227601169.0896
2023-06-07 01:30:00,1686069000000,26200.8,26394.2,26125.1,26358.8,9908.968,260351163.0153
2023-06-07 02:00:00,1686070800000,26358.8,26734,26275.8,26685.7,22140.316,586456889.9381
2023-06-07 02:30:00,1686072600000,26685.7,26767,26573.2,26659.9,10164.283,271188560.1407
2023-06-07 03:00:00,1686074400000,26659.9,26743.2,26622.5,26733.7,3736.604,99744733.1185
2023-06-07 03:30:00,1686076200000,26733.7,26773.1,26656.4,26684.1,3433.037,91686664.4386
2023-06-07 04:00:00,1686078000000,26684.1,26974.3,26675.2,26904.1,9585.962,257500529.046
2023-06-07 04:30:00,1686079800000,26904.1,27213.9,26860.5,27070.2,14950.169,404280208.6294
2023-06-07 05:00:00,1686081600000,27070.2,27207.5,26876.8,26984.5,10574.328,286045954.0656
2023-06-07 05:30:00,1686083400000,26984.5,27002.4,26905.6,26925.5,3607.814,97228511.4522
2023-06-07 06:00:00,1686085200000,26925.5,27062.1,26925.4,26994.2,2347.042,63374495.9175
2023-06-07 06:30:00,1686087000000,26994.2,27085.5,26933,27046.3,2109.152,56961636.0112
2023-06-07 07:00:00,1686088800000,27046.3,27077.1,27037,27041.1,1080.524,29231899.1212
2023-06-07 07:30:00,1686090600000,27041.1,27181,27041.1,27141,2609.019,70759834.2119
2023-06-07 08:00:00,1686092400000,27141,27356.7,27110.1,27284.9,6343.54,172802293.6163
2023-06-07 08:30:00,1686094200000,27284.9,27292.4,27134.9,27216.9,3623.462,98542109.4493
2023-06-07 09:00:00,1686096000000,27216.9,27267,27152,27194.4,2727.235,74213365.028
2023-06-07 09:30:00,1686097800000,27194.4,27397,27167.2,27170.3,4470.779,121960342.3511
2023-06-07 10:00:00,1686099600000,27170.3,27209.1,27054.2,27093,3148.775,85400543.8405
2023-06-07 10:30:00,1686101400000,27093,27114.5,27050.3,27075.1,1137.282,30803727.1396
2023-06-07 11:00:00,1686103200000,27075.1,27084.1,26961,26976.4,2268.727,61283227.2219
2023-06-07 11:30:00,1686105000000,26976.4,27005,26902,26932.8,1933.197,52111810.7506
2023-06-07 12:00:00,1686106800000,26932.8,26959.8,26798.3,26813.1,3532.065,94892635.3094
2023-06-07 12:30:00,1686108600000,26813.1,26919.8,26720.3,26900.5,4794.683,128497576.1655
2023-06-07 13:00:00,1686110400000,26900.5,26952.3,26867.6,26916.5,1694.521,45601631.129
2023-06-07 13:30:00,1686112200000,26916.5,26950.5,26880.8,26922,1118.887,30118039.8378
2023-06-07 14:00:00,1686114000000,26922,26969.6,26912.2,26938.1,970.793,26154287.8889
2023-06-07 14:30:00,1686115800000,26938.1,26938.1,26869.3,26903.1,1035.156,27840451.7656
2023-06-07 15:00:00,1686117600000,26903.1,26934.7,26889.7,26898.1,996.043,26808942.3887
2023-06-07 15:30:00,1686119400000,26898.1,26898.1,26801.6,26820.7,1778.784,47747589.6155
2023-06-07 16:00:00,1686121200000,26820.7,26835.5,26746.5,26834.9,2390.255,64048240.2483
2023-06-07 16:30:00,1686123000000,26834.9,26895,26780,26785.9,1863.527,50016631.2908
2023-06-07 17:00:00,1686124800000,26785.9,26819,26756.4,26789.8,1529.905,40989901.6279
2023-06-07 17:30:00,1686126600000,26789.8,26835.2,26781.9,26811,1129.13,30268072.7696
2023-06-07 18:00:00,1686128400000,26811,26811,26675.4,26705.1,3229.597,86319251.6102
2023-06-07 18:30:00,1686130200000,26705.1,26727.3,26405,26475.8,10509.716,279286192.3807
2023-06-07 19:00:00,1686132000000,26475.8,26578.9,26335.2,26575,9958.228,263446867.4809
2023-06-07 19:30:00,1686133800000,26575,26624.6,26507.9,26582.7,2785.274,74019623.7818
2023-06-07 20:00:00,1686135600000,26582.7,26795,26563.9,26733.3,4694.775,125314976.0154
2023-06-07 20:30:00,1686137400000,26733.3,26979,26733.3,26884.5,7345.179,197240844.5617
2023-06-07 21:00:00,1686139200000,26884.5,26896.7,26735.5,26797,3466.804,92899467.0613
2023-06-07 21:30:00,1686141000000,26797,26857.1,26756.3,26789.7,1896.392,50845144.4258
2023-06-07 22:00:00,1686142800000,26789.7,26799,26693.3,26744.6,2337.004,62499782.3566
2023-06-07 22:30:00,1686144600000,26744.6,26856.4,26655.5,26803.5,5635.237,150761830.5498
2023-06-07 23:00:00,1686146400000,26803.5,26803.6,26489,26642.8,7831.648,208591901.6176
2023-06-07 23:30:00,1686148200000,26642.8,26642.8,26326.7,26430,13530.224,357942662.9272
2023-06-08 00:00:00,1686150000000,26430,26567.4,26232,26501.4,10614.151,280290543.8684
2023-06-08 00:30:00,1686151800000,26501.4,26670.1,26261.1,26337.1,9533.77,252059803.4948
2023-06-08 01:00:00,1686153600000,26337.1,26397,26211,26306,5349.219,140769373.6677
2023-06-08 01:30:00,1686155400000,26306,26427.6,26276.1,26313.7,2861.881,75474097.539
2023-06-08 02:00:00,1686157200000,26313.7,26435.8,26260,26407.9,3701.315,97554186.6235
2023-06-08 02:30:00,1686159000000,26407.9,26548.2,26396,26496,2970.609,78652640.3688
2023-06-08 03:00:00,1686160800000,26496,26522.2,26452.1,26468,1064.917,28201600.7418
2023-06-08 03:30:00,1686162600000,26468,26495.5,26426,26453,1051.92,27830580.1184
2023-06-08 04:00:00,1686164400000,26453,26516,26421.2,26491,1094.614,28973667.0102
2023-06-08 04:30:00,1686166200000,26491,26503.2,26439.9,26465.1,693.098,18349612.8032
2023-06-08 05:00:00,1686168000000,26465.1,26479.6,26301.4,26337.9,2325.672,61330534.1625
2023-06-08 05:30:00,1686169800000,26337.9,26382.5,26309.5,26347.4,1254.73,33054785.6246
2023-06-08 06:00:00,1686171600000,26347.4,26446.7,26269.8,26444.1,2269.39,59815068.3222
2023-06-08 06:30:00,1686173400000,26444.1,26444.2,26115.4,26140,4119.109,108106858.4585
2023-06-08 07:00:00,1686175200000,26140,26365,26117.5,26263.3,4203.752,110361118.7429
2023-06-08 07:30:00,1686177000000,26263.3,26306,26214.8,26258.9,1412.723,37093406.252
2023-06-08 08:00:00,1686178800000,26258.9,26312.1,26240,26292.5,889.215,23370985.0422
2023-06-08 08:30:00,1686180600000,26292.5,26355.5,26292.5,26323.4,982.327,25863324.6113
2023-06-08 09:00:00,1686182400000,26323.4,26368,26296.9,26361.9,1286.222,33868152.8324
2023-06-08 09:30:00,1686184200000,26361.9,26423.8,26351.1,26374.5,1251.988,33028183.5833
2023-06-08 10:00:00,1686186000000,26374.5,26457.3,26368.7,26452.6,1339.293,35389015.6876
2023-06-08 10:30:00,1686187800000,26452.6,26453.9,26400.3,26433.6,621.845,16434485.9555
2023-06-08 11:00:00,1686189600000,26433.6,26436.7,26380.4,26434.6,946.992,25005839.6221
2023-06-08 11:30:00,1686191400000,26434.6,26435,26345.6,26370,898.255,23692499.7297
2023-06-08 12:00:00,1686193200000,26370,26373.4,26190.3,26230,2101.063,55226898.7625
2023-06-08 12:30:00,1686195000000,26230,26328,26203.7,26327.8,2299.606,60389834.65
2023-06-08 13:00:00,1686196800000,26327.8,26378.5,26304.1,26356.6,1424.486,37536585.5398
2023-06-08 13:30:00,1686198600000,26356.6,26413.8,26348.9,26384.1,1007.766,26592640.2266
2023-06-08 14:00:00,1686200400000,26384.1,26423.8,26384.1,26418.6,1468.21,38773899.4628
2023-06-08 14:30:00,1686202200000,26418.6,26422.8,26337,26365.7,953.091,25135630.1065
2023-06-08 15:00:00,1686204000000,26365.7,26365.8,26280,26339.9,1318.164,34692794.2251
2023-06-08 15:30:00,1686205800000,26339.9,26488.5,26339.9,26414.6,2487.527,65745114.8304
2023-06-08 16:00:00,1686207600000,26414.6,26506.7,26405.5,26488.8,1393.772,36880717.052
2023-06-08 16:30:00,1686209400000,26488.8,26507.8,26407.4,26433.9,1469.143,38866588.9242
2023-06-08 17:00:00,1686211200000,26433.9,26435,26386.7,26418.8,902.074,23823755.9205
2023-06-08 17:30:00,1686213000000,26418.8,26457,26400,26431.1,627.367,16578978.7104
2023-06-08 18:00:00,1686214800000,26431.1,26431.2,26380.4,26397.9,725.918,19161710.5897
2023-06-08 18:30:00,1686216600000,26397.9,26406.6,26361.4,26374,1155.306,30474399.4044
2023-06-08 19:00:00,1686218400000,26374,26409.1,26359.5,26377.5,836.253,22066508.6557
2023-06-08 19:30:00,1686220200000,26377.5,26484,26375.7,26470.5,1648.139,43565397.8396
2023-06-08 20:00:00,1686222000000,26470.5,26489.8,26412,26412.1,1159.761,30680338.6981
2023-06-08 20:30:00,1686223800000,26412.1,26441.6,26402,26422.4,798.895,21108486.9436
2023-06-08 21:00:00,1686225600000,26422.4,26430.9,26361.3,26361.3,1388.494,36644761.8885
2023-06-08 21:30:00,1686227400000,26361.3,26592.4,26361.3,26447.7,6229.767,165023684.5884
2023-06-08 22:00:00,1686229200000,26447.7,26468.1,26300.7,26371.5,4631.438,122115756.7449
2023-06-08 22:30:00,1686231000000,26371.5,26458.6,26285.4,26387.9,4417.081,116526769.6
2023-06-08 23:00:00,1686232800000,26387.9,26489.3,26337.5,26471.1,2711.691,71636970.7381
2023-06-08 23:30:00,1686234600000,26471.1,26679.8,26468,26631.3,9037.022,240408641.666
2023-06-09 00:00:00,1686236400000,26631.3,26660,26570.2,26615.2,2127.766,56603919.89
2023-06-09 00:30:00,1686238200000,26615.2,26810.5,26606.4,26703.1,5446.616,145519576.3119
2023-06-09 01:00:00,1686240000000,26703.1,26718,26590,26595.8,2878.653,76743007.9303
2023-06-09 01:30:00,1686241800000,26595.8,26609.6,26393,26485.3,6179.439,163766145.5419
2023-06-09 02:00:00,1686243600000,26485.3,26505.7,26428.7,26490.7,2310.551,61178246.9268
2023-06-09 02:30:00,1686245400000,26490.7,26491,26426,26472.3,921.527,24381038.9189
2023-06-09 03:00:00,1686247200000,26472.3,26480.6,26432.2,26480.6,851.737,22532699.0238
2023-06-09 03:30:00,1686249000000,26480.6,26564.4,26470.4,26540.3,1882.616,49939072.3252
2023-06-09 04:00:00,1686250800000,26540.3,26553.6,26508.7,26511.9,544.956,14458724.4074
2023-06-09 04:30:00,1686252600000,26511.9,26538.2,26503.8,26529.9,777.686,20624362.4324
2023-06-09 05:00:00,1686254400000,26529.9,26630,26508.3,26580.3,1644.479,43691686.4578
